model,log,alg,time
g-45-20-20-10-5--20-20-20--10--25--8--add-10,log,A*-sync,56
g-45-20-20-10-5--20-20-20--10--25--6--add-30,log,A*-sync,22
g-45-20-20-10-5--20-20-20--10--50--10--rem-50,log,A*-sync,27
g-45-20-20-10-5--20-20-20--10--50--20--rem-50,log,A*-sync,63
g-45-20-20-10-5--20-20-20--10--50--20--rem-70,log,A*-sync,50
g-45-20-20-10-5--20-20-20--10--50--22--add-70,log,A*-sync,514
g-45-20-20-10-5--20-20-20--10--25--21--all-30,log,A*-sync,57
g-45-20-20-10-5--20-20-20--10--75--24--rem-70,log,A*-sync,129
g-45-20-20-10-5--20-20-20--10--25--1--add-10,log,A*-sync,43
g-45-20-20-10-5--20-20-20--10--75--21--all-50,log,A*-sync,97
g-45-20-20-10-5--20-20-20--10--50--9--all-30,log,A*-sync,51
g-45-20-20-10-5--20-20-20--10--75--15--rem-10,log,A*-sync,227
g-45-20-20-10-5--20-20-20--10--50--18--all-30,log,A*-sync,1362
g-45-20-20-10-5--20-20-20--10--25--10--all-70,log,A*-sync,145
g-45-20-20-10-5--20-20-20--10--50--27--add-10,log,A*-sync,629
g-45-20-20-10-5--20-20-20--10--25--16--rem-50,log,A*-sync,28
g-45-20-20-10-5--20-20-20--10--25--10--rem-70,log,A*-sync,18
g-45-20-20-10-5--20-20-20--10--75--3--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--25--add-30,log,A*-sync,57
g-45-20-20-10-5--20-20-20--10--50--19--all-10,log,A*-sync,140
g-45-20-20-10-5--20-20-20--10--75--22--add-70,log,A*-sync,29
g-45-20-20-10-5--20-20-20--10--50--29--add-10,log,A*-sync,41
g-45-20-20-10-5--20-20-20--10--75--10--all-10,log,A*-sync,19
g-45-20-20-10-5--20-20-20--10--75--5--all-70,log,A*-sync,7408
g-45-20-20-10-5--20-20-20--10--75--13--rem-10,log,A*-sync,105
g-45-20-20-10-5--20-20-20--10--25--18--all-10,log,A*-sync,399
g-45-20-20-10-5--20-20-20--10--75--11--rem-50,log,A*-sync,1078
g-45-20-20-10-5--20-20-20--10--75--15--add-50,log,A*-sync,6877
g-45-20-20-10-5--20-20-20--10--50--6--rem-10,log,A*-sync,181
g-45-20-20-10-5--20-20-20--10--75--28--rem-50,log,A*-sync,46
g-45-20-20-10-5--20-20-20--10--25--14--add-70,log,A*-sync,352
g-45-20-20-10-5--20-20-20--10--50--9--all-70,log,A*-sync,53
g-45-20-20-10-5--20-20-20--10--25--5--add-30,log,A*-sync,201
g-45-20-20-10-5--20-20-20--10--50--6--rem-50,log,A*-sync,317
g-45-20-20-10-5--20-20-20--10--75--30--all-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--3--add-10,log,A*-sync,384
g-45-20-20-10-5--20-20-20--10--50--3--rem-70,log,A*-sync,112
g-45-20-20-10-5--20-20-20--10--75--28--add-50,log,A*-sync,41
g-45-20-20-10-5--20-20-20--10--25--3--rem-70,log,A*-sync,130
g-45-20-20-10-5--20-20-20--10--75--2--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--2--add-10,log,A*-sync,43
g-45-20-20-10-5--20-20-20--10--75--18--add-10,log,A*-sync,99
g-45-20-20-10-5--20-20-20--10--75--17--rem-70,log,A*-sync,8790
g-45-20-20-10-5--20-20-20--10--25--16--add-70,log,A*-sync,115
g-45-20-20-10-5--20-20-20--10--25--10--all-50,log,A*-sync,100
g-45-20-20-10-5--20-20-20--10--50--23--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--30--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--18--rem-50,log,A*-sync,102
g-45-20-20-10-5--20-20-20--10--50--29--add-70,log,A*-sync,41
g-45-20-20-10-5--20-20-20--10--25--26--add-70,log,A*-sync,374
g-45-20-20-10-5--20-20-20--10--50--15--rem-10,log,A*-sync,706
g-45-20-20-10-5--20-20-20--10--75--2--add-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--24--all-30,log,A*-sync,55
g-45-20-20-10-5--20-20-20--10--50--7--rem-70,log,A*-sync,62
g-45-20-20-10-5--20-20-20--10--75--29--all-10,log,A*-sync,8913
g-45-20-20-10-5--20-20-20--10--50--30--add-10,log,A*-sync,918
g-45-20-20-10-5--20-20-20--10--25--14--add-50,log,A*-sync,249
g-45-20-20-10-5--20-20-20--10--75--1--add-50,log,A*-sync,44
g-45-20-20-10-5--20-20-20--10--50--22--all-70,log,A*-sync,19944
g-45-20-20-10-5--20-20-20--10--25--2--rem-10,log,A*-sync,44
g-45-20-20-10-5--20-20-20--10--75--10--add-70,log,A*-sync,23
g-45-20-20-10-5--20-20-20--10--50--14--add-10,log,A*-sync,947
g-45-20-20-10-5--20-20-20--10--50--30--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--17--add-10,log,A*-sync,63
g-45-20-20-10-5--20-20-20--10--50--19--all-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--17--rem-30,log,A*-sync,9
g-45-20-20-10-5--20-20-20--10--25--27--rem-30,log,A*-sync,51
g-45-20-20-10-5--20-20-20--10--25--6--all-50,log,A*-sync,36
g-45-20-20-10-5--20-20-20--10--50--26--all-50,log,A*-sync,22
g-45-20-20-10-5--20-20-20--10--50--12--rem-10,log,A*-sync,37
g-45-20-20-10-5--20-20-20--10--75--4--rem-50,log,A*-sync,182
g-45-20-20-10-5--20-20-20--10--75--4--add-50,log,A*-sync,171
g-45-20-20-10-5--20-20-20--10--50--9--rem-50,log,A*-sync,52
g-45-20-20-10-5--20-20-20--10--50--21--all-70,log,A*-sync,2655
g-45-20-20-10-5--20-20-20--10--50--17--all-30,log,A*-sync,279
g-45-20-20-10-5--20-20-20--10--25--23--add-70,log,A*-sync,22
g-45-20-20-10-5--20-20-20--10--75--27--rem-50,log,A*-sync,437
g-45-20-20-10-5--20-20-20--10--50--28--add-50,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--75--25--rem-10,log,A*-sync,52
g-45-20-20-10-5--20-20-20--10--75--26--rem-50,log,A*-sync,252
g-45-20-20-10-5--20-20-20--10--75--25--rem-30,log,A*-sync,67
g-45-20-20-10-5--20-20-20--10--25--13--add-10,log,A*-sync,10
g-45-20-20-10-5--20-20-20--10--25--16--rem-70,log,A*-sync,24
g-45-20-20-10-5--20-20-20--10--50--26--rem-10,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--25--16--rem-10,log,A*-sync,36
g-45-20-20-10-5--20-20-20--10--50--7--add-70,log,A*-sync,198
g-45-20-20-10-5--20-20-20--10--75--21--all-70,log,A*-sync,98
g-45-20-20-10-5--20-20-20--10--50--6--rem-70,log,A*-sync,237
g-45-20-20-10-5--20-20-20--10--50--2--all-50,log,A*-sync,27643
g-45-20-20-10-5--20-20-20--10--75--9--add-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--8--add-30,log,A*-sync,299
g-45-20-20-10-5--20-20-20--10--50--7--rem-50,log,A*-sync,58
g-45-20-20-10-5--20-20-20--10--75--18--all-50,log,A*-sync,113
g-45-20-20-10-5--20-20-20--10--50--9--rem-10,log,A*-sync,55
g-45-20-20-10-5--20-20-20--10--75--28--all-70,log,A*-sync,47
g-45-20-20-10-5--20-20-20--10--50--24--all-10,log,A*-sync,16
g-45-20-20-10-5--20-20-20--10--25--20--rem-10,log,A*-sync,12
g-45-20-20-10-5--20-20-20--10--50--6--add-10,log,A*-sync,534
g-45-20-20-10-5--20-20-20--10--25--25--rem-30,log,A*-sync,34
g-45-20-20-10-5--20-20-20--10--75--15--all-70,log,A*-sync,50679
g-45-20-20-10-5--20-20-20--10--75--20--all-50,log,A*-sync,188
g-45-20-20-10-5--20-20-20--10--25--14--all-50,log,A*-sync,56
g-45-20-20-10-5--20-20-20--10--75--26--rem-70,log,A*-sync,198
g-45-20-20-10-5--20-20-20--10--50--5--rem-10,log,A*-sync,405
g-45-20-20-10-5--20-20-20--10--50--30--rem-30,log,A*-sync,862
g-45-20-20-10-5--20-20-20--10--75--22--rem-50,log,A*-sync,39
g-45-20-20-10-5--20-20-20--10--25--22--all-30,log,A*-sync,19
g-45-20-20-10-5--20-20-20--10--50--28--rem-50,log,A*-sync,11
g-45-20-20-10-5--20-20-20--10--25--2--rem-30,log,A*-sync,29
g-45-20-20-10-5--20-20-20--10--75--1--rem-70,log,A*-sync,37
g-45-20-20-10-5--20-20-20--10--25--21--rem-50,log,A*-sync,44
g-45-20-20-10-5--20-20-20--10--50--30--all-10,log,A*-sync,38643
g-45-20-20-10-5--20-20-20--10--75--18--add-50,log,A*-sync,97
g-45-20-20-10-5--20-20-20--10--50--2--add-10,log,A*-sync,2318
g-45-20-20-10-5--20-20-20--10--25--6--rem-10,log,A*-sync,18
g-45-20-20-10-5--20-20-20--10--75--3--rem-30,log,A*-sync,228
g-45-20-20-10-5--20-20-20--10--50--1--all-30,log,A*-sync,53
g-45-20-20-10-5--20-20-20--10--25--2--all-70,log,A*-sync,243
g-45-20-20-10-5--20-20-20--10--25--21--rem-30,log,A*-sync,61
g-45-20-20-10-5--20-20-20--10--50--3--all-70,log,A*-sync,16834
g-45-20-20-10-5--20-20-20--10--50--15--all-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--2--add-30,log,A*-sync,9319
g-45-20-20-10-5--20-20-20--10--50--16--add-50,log,A*-sync,20
g-45-20-20-10-5--20-20-20--10--75--6--all-10,log,A*-sync,407
g-45-20-20-10-5--20-20-20--10--75--7--rem-50,log,A*-sync,1876
g-45-20-20-10-5--20-20-20--10--50--23--rem-10,log,A*-sync,2301
g-45-20-20-10-5--20-20-20--10--25--6--all-30,log,A*-sync,18
g-45-20-20-10-5--20-20-20--10--25--11--add-50,log,A*-sync,109
g-45-20-20-10-5--20-20-20--10--50--18--all-50,log,A*-sync,2258
g-45-20-20-10-5--20-20-20--10--75--3--add-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--13--rem-10,log,A*-sync,11
g-45-20-20-10-5--20-20-20--10--25--21--add-70,log,A*-sync,397
g-45-20-20-10-5--20-20-20--10--25--20--all-30,log,A*-sync,27
g-45-20-20-10-5--20-20-20--10--25--15--all-30,log,A*-sync,206
g-45-20-20-10-5--20-20-20--10--75--18--add-70,log,A*-sync,112
g-45-20-20-10-5--20-20-20--10--50--29--all-50,log,A*-sync,152
g-45-20-20-10-5--20-20-20--10--75--8--rem-70,log,A*-sync,6744
g-45-20-20-10-5--20-20-20--10--25--25--all-70,log,A*-sync,45
g-45-20-20-10-5--20-20-20--10--25--7--add-50,log,A*-sync,9
g-45-20-20-10-5--20-20-20--10--50--7--all-70,log,A*-sync,2115
g-45-20-20-10-5--20-20-20--10--25--22--rem-10,log,A*-sync,14
g-45-20-20-10-5--20-20-20--10--75--16--all-10,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--23--rem-70,log,A*-sync,1151
g-45-20-20-10-5--20-20-20--10--50--19--add-50,log,A*-sync,23753
g-45-20-20-10-5--20-20-20--10--25--19--rem-30,log,A*-sync,14
g-45-20-20-10-5--20-20-20--10--75--26--all-30,log,A*-sync,3364
g-45-20-20-10-5--20-20-20--10--25--19--all-70,log,A*-sync,66
g-45-20-20-10-5--20-20-20--10--50--23--rem-50,log,A*-sync,2214
g-45-20-20-10-5--20-20-20--10--50--28--all-30,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--25--15--rem-10,log,A*-sync,259
g-45-20-20-10-5--20-20-20--10--75--14--all-70,log,A*-sync,21
g-45-20-20-10-5--20-20-20--10--75--3--all-10,log,A*-sync,2014
g-45-20-20-10-5--20-20-20--10--75--4--all-30,log,A*-sync,183
g-45-20-20-10-5--20-20-20--10--75--26--all-10,log,A*-sync,288
g-45-20-20-10-5--20-20-20--10--25--26--rem-70,log,A*-sync,30
g-45-20-20-10-5--20-20-20--10--50--11--rem-70,log,A*-sync,26
g-45-20-20-10-5--20-20-20--10--50--20--add-50,log,A*-sync,23492
g-45-20-20-10-5--20-20-20--10--50--10--add-50,log,A*-sync,54
g-45-20-20-10-5--20-20-20--10--25--7--add-10,log,A*-sync,7
g-45-20-20-10-5--20-20-20--10--25--22--all-10,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--50--26--rem-70,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--25--16--add-50,log,A*-sync,106
g-45-20-20-10-5--20-20-20--10--50--26--add-10,log,A*-sync,16
g-45-20-20-10-5--20-20-20--10--75--4--add-10,log,A*-sync,184
g-45-20-20-10-5--20-20-20--10--25--24--rem-50,log,A*-sync,16
g-45-20-20-10-5--20-20-20--10--25--7--rem-70,log,A*-sync,7
g-45-20-20-10-5--20-20-20--10--25--15--add-30,log,A*-sync,13686
g-45-20-20-10-5--20-20-20--10--25--13--all-70,log,A*-sync,31
g-45-20-20-10-5--20-20-20--10--50--18--rem-50,log,A*-sync,90
g-45-20-20-10-5--20-20-20--10--50--4--rem-30,log,A*-sync,2380
g-45-20-20-10-5--20-20-20--10--25--3--add-10,log,A*-sync,152
g-45-20-20-10-5--20-20-20--10--25--13--add-50,log,A*-sync,17
g-45-20-20-10-5--20-20-20--10--75--7--add-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--12--add-10,log,A*-sync,50
g-45-20-20-10-5--20-20-20--10--75--11--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--25--add-10,log,A*-sync,65
g-45-20-20-10-5--20-20-20--10--75--24--all-70,log,A*-sync,23393
g-45-20-20-10-5--20-20-20--10--50--25--add-50,log,A*-sync,32400
g-45-20-20-10-5--20-20-20--10--75--29--rem-30,log,A*-sync,142
g-45-20-20-10-5--20-20-20--10--25--6--rem-30,log,A*-sync,17
g-45-20-20-10-5--20-20-20--10--75--8--all-10,log,A*-sync,5704
g-45-20-20-10-5--20-20-20--10--50--25--rem-50,log,A*-sync,195
g-45-20-20-10-5--20-20-20--10--25--4--add-50,log,A*-sync,188
g-45-20-20-10-5--20-20-20--10--50--14--rem-30,log,A*-sync,1819
g-45-20-20-10-5--20-20-20--10--75--7--rem-10,log,A*-sync,446
g-45-20-20-10-5--20-20-20--10--50--29--all-30,log,A*-sync,55
g-45-20-20-10-5--20-20-20--10--50--9--all-10,log,A*-sync,50
g-45-20-20-10-5--20-20-20--10--75--7--rem-70,log,A*-sync,4648
g-45-20-20-10-5--20-20-20--10--25--28--add-30,log,A*-sync,10
g-45-20-20-10-5--20-20-20--10--50--16--all-50,log,A*-sync,22
g-45-20-20-10-5--20-20-20--10--50--2--rem-10,log,A*-sync,263
g-45-20-20-10-5--20-20-20--10--50--29--rem-30,log,A*-sync,32
g-45-20-20-10-5--20-20-20--10--50--18--add-50,log,A*-sync,1285
g-45-20-20-10-5--20-20-20--10--50--2--add-70,log,A*-sync,58106
g-45-20-20-10-5--20-20-20--10--75--11--rem-10,log,A*-sync,1225
g-45-20-20-10-5--20-20-20--10--50--3--rem-50,log,A*-sync,138
g-45-20-20-10-5--20-20-20--10--50--4--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--10--rem-30,log,A*-sync,21
g-45-20-20-10-5--20-20-20--10--50--6--all-70,log,A*-sync,14544
g-45-20-20-10-5--20-20-20--10--50--28--all-50,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--25--15--add-10,log,A*-sync,5415
g-45-20-20-10-5--20-20-20--10--50--25--all-10,log,A*-sync,18666
g-45-20-20-10-5--20-20-20--10--75--30--all-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--29--all-30,log,A*-sync,9655
g-45-20-20-10-5--20-20-20--10--25--5--rem-50,log,A*-sync,124
g-45-20-20-10-5--20-20-20--10--25--5--add-10,log,A*-sync,143
g-45-20-20-10-5--20-20-20--10--50--30--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--10--rem-10,log,A*-sync,30
g-45-20-20-10-5--20-20-20--10--75--4--add-70,log,A*-sync,178
g-45-20-20-10-5--20-20-20--10--25--21--add-10,log,A*-sync,56
g-45-20-20-10-5--20-20-20--10--25--27--all-70,log,A*-sync,410
g-45-20-20-10-5--20-20-20--10--75--20--add-70,log,A*-sync,192
g-45-20-20-10-5--20-20-20--10--50--2--rem-70,log,A*-sync,232
g-45-20-20-10-5--20-20-20--10--75--14--rem-30,log,A*-sync,22
g-45-20-20-10-5--20-20-20--10--75--21--add-10,log,A*-sync,106
g-45-20-20-10-5--20-20-20--10--50--17--add-50,log,A*-sync,139
g-45-20-20-10-5--20-20-20--10--50--17--add-70,log,A*-sync,252
g-45-20-20-10-5--20-20-20--10--25--7--rem-30,log,A*-sync,5
g-45-20-20-10-5--20-20-20--10--25--18--rem-30,log,A*-sync,96
g-45-20-20-10-5--20-20-20--10--50--17--rem-10,log,A*-sync,41
g-45-20-20-10-5--20-20-20--10--25--14--all-70,log,A*-sync,45
g-45-20-20-10-5--20-20-20--10--75--24--all-30,log,A*-sync,20556
g-45-20-20-10-5--20-20-20--10--75--14--all-10,log,A*-sync,26
g-45-20-20-10-5--20-20-20--10--50--3--add-30,log,A*-sync,1985
g-45-20-20-10-5--20-20-20--10--50--5--add-10,log,A*-sync,36507
g-45-20-20-10-5--20-20-20--10--75--12--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--17--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--4--all-10,log,A*-sync,38
g-45-20-20-10-5--20-20-20--10--25--27--rem-50,log,A*-sync,57
g-45-20-20-10-5--20-20-20--10--25--8--all-10,log,A*-sync,169
g-45-20-20-10-5--20-20-20--10--25--19--add-70,log,A*-sync,41
g-45-20-20-10-5--20-20-20--10--25--27--rem-70,log,A*-sync,42
g-45-20-20-10-5--20-20-20--10--75--20--all-30,log,A*-sync,211
g-45-20-20-10-5--20-20-20--10--25--17--all-70,log,A*-sync,12
g-45-20-20-10-5--20-20-20--10--25--28--add-70,log,A*-sync,14
g-45-20-20-10-5--20-20-20--10--50--27--all-50,log,A*-sync,2322
g-45-20-20-10-5--20-20-20--10--25--19--rem-50,log,A*-sync,14
g-45-20-20-10-5--20-20-20--10--50--13--add-30,log,A*-sync,168
g-45-20-20-10-5--20-20-20--10--25--16--all-70,log,A*-sync,149
g-45-20-20-10-5--20-20-20--10--50--19--rem-30,log,A*-sync,89
g-45-20-20-10-5--20-20-20--10--25--13--add-70,log,A*-sync,16
g-45-20-20-10-5--20-20-20--10--75--17--add-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--21--add-10,log,A*-sync,94
g-45-20-20-10-5--20-20-20--10--75--13--add-70,log,A*-sync,111
g-45-20-20-10-5--20-20-20--10--25--23--rem-70,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--50--19--add-10,log,A*-sync,2007
g-45-20-20-10-5--20-20-20--10--75--3--all-30,log,A*-sync,18069
g-45-20-20-10-5--20-20-20--10--25--28--rem-50,log,A*-sync,9
g-45-20-20-10-5--20-20-20--10--50--21--rem-70,log,A*-sync,90
g-45-20-20-10-5--20-20-20--10--50--20--add-70,log,A*-sync,58233
g-45-20-20-10-5--20-20-20--10--75--8--add-70,log,A*-sync,59150
g-45-20-20-10-5--20-20-20--10--75--19--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--20--all-50,log,A*-sync,19341
g-45-20-20-10-5--20-20-20--10--25--19--add-30,log,A*-sync,18
g-45-20-20-10-5--20-20-20--10--25--28--all-50,log,A*-sync,17
g-45-20-20-10-5--20-20-20--10--50--1--all-10,log,A*-sync,44
g-45-20-20-10-5--20-20-20--10--50--22--add-50,log,A*-sync,82
g-45-20-20-10-5--20-20-20--10--75--16--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--28--all-30,log,A*-sync,42
g-45-20-20-10-5--20-20-20--10--50--1--add-10,log,A*-sync,48
g-45-20-20-10-5--20-20-20--10--25--28--rem-30,log,A*-sync,21
g-45-20-20-10-5--20-20-20--10--25--20--add-50,log,A*-sync,44
g-45-20-20-10-5--20-20-20--10--50--8--rem-50,log,A*-sync,37
g-45-20-20-10-5--20-20-20--10--75--11--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--27--all-30,log,A*-sync,779
g-45-20-20-10-5--20-20-20--10--75--4--add-30,log,A*-sync,155
g-45-20-20-10-5--20-20-20--10--50--25--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--19--all-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--30--rem-70,log,A*-sync,734
g-45-20-20-10-5--20-20-20--10--25--9--rem-70,log,A*-sync,68
g-45-20-20-10-5--20-20-20--10--25--1--rem-50,log,A*-sync,21
g-45-20-20-10-5--20-20-20--10--75--15--all-50,log,A*-sync,24133
g-45-20-20-10-5--20-20-20--10--75--5--all-30,log,A*-sync,2997
g-45-20-20-10-5--20-20-20--10--75--9--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--6--rem-30,log,A*-sync,167
g-45-20-20-10-5--20-20-20--10--25--3--add-30,log,A*-sync,164
g-45-20-20-10-5--20-20-20--10--25--1--all-70,log,A*-sync,37
g-45-20-20-10-5--20-20-20--10--25--28--add-50,log,A*-sync,7
g-45-20-20-10-5--20-20-20--10--75--22--rem-70,log,A*-sync,23
g-45-20-20-10-5--20-20-20--10--75--13--all-70,log,A*-sync,116
g-45-20-20-10-5--20-20-20--10--75--25--rem-50,log,A*-sync,64
g-45-20-20-10-5--20-20-20--10--75--2--rem-50,log,A*-sync,336
g-45-20-20-10-5--20-20-20--10--50--7--add-10,log,A*-sync,77
g-45-20-20-10-5--20-20-20--10--25--3--rem-50,log,A*-sync,116
g-45-20-20-10-5--20-20-20--10--50--11--add-30,log,A*-sync,42
g-45-20-20-10-5--20-20-20--10--25--30--add-10,log,A*-sync,33
g-45-20-20-10-5--20-20-20--10--25--27--add-10,log,A*-sync,226
g-45-20-20-10-5--20-20-20--10--75--26--add-10,log,A*-sync,15937
g-45-20-20-10-5--20-20-20--10--25--6--rem-70,log,A*-sync,18
g-45-20-20-10-5--20-20-20--10--50--11--add-70,log,A*-sync,36
g-45-20-20-10-5--20-20-20--10--50--11--rem-10,log,A*-sync,34
g-45-20-20-10-5--20-20-20--10--50--11--add-50,log,A*-sync,40
g-45-20-20-10-5--20-20-20--10--25--14--add-30,log,A*-sync,227
g-45-20-20-10-5--20-20-20--10--25--8--all-30,log,A*-sync,162
g-45-20-20-10-5--20-20-20--10--50--20--all-10,log,A*-sync,244
g-45-20-20-10-5--20-20-20--10--25--19--rem-10,log,A*-sync,17
g-45-20-20-10-5--20-20-20--10--50--17--all-50,log,A*-sync,709
g-45-20-20-10-5--20-20-20--10--50--29--rem-70,log,A*-sync,28
g-45-20-20-10-5--20-20-20--10--75--1--all-30,log,A*-sync,40
g-45-20-20-10-5--20-20-20--10--75--1--rem-50,log,A*-sync,35
g-45-20-20-10-5--20-20-20--10--75--18--rem-50,log,A*-sync,94
g-45-20-20-10-5--20-20-20--10--50--12--all-30,log,A*-sync,40
g-45-20-20-10-5--20-20-20--10--75--23--rem-70,log,A*-sync,660
g-45-20-20-10-5--20-20-20--10--75--8--add-50,log,A*-sync,55776
g-45-20-20-10-5--20-20-20--10--50--18--all-70,log,A*-sync,1478
g-45-20-20-10-5--20-20-20--10--50--20--add-10,log,A*-sync,2421
g-45-20-20-10-5--20-20-20--10--25--15--all-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--13--add-50,log,A*-sync,106
g-45-20-20-10-5--20-20-20--10--25--28--rem-70,log,A*-sync,7
g-45-20-20-10-5--20-20-20--10--25--2--all-10,log,A*-sync,32
g-45-20-20-10-5--20-20-20--10--25--3--all-30,log,A*-sync,486
g-45-20-20-10-5--20-20-20--10--75--13--rem-70,log,A*-sync,110
g-45-20-20-10-5--20-20-20--10--50--30--add-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--13--rem-30,log,A*-sync,12
g-45-20-20-10-5--20-20-20--10--75--6--all-70,log,A*-sync,7168
g-45-20-20-10-5--20-20-20--10--25--29--all-70,log,A*-sync,54
g-45-20-20-10-5--20-20-20--10--75--15--add-10,log,A*-sync,236
g-45-20-20-10-5--20-20-20--10--75--15--rem-30,log,A*-sync,221
g-45-20-20-10-5--20-20-20--10--75--28--rem-30,log,A*-sync,41
g-45-20-20-10-5--20-20-20--10--25--16--add-10,log,A*-sync,38
g-45-20-20-10-5--20-20-20--10--75--1--add-30,log,A*-sync,49
g-45-20-20-10-5--20-20-20--10--25--23--add-50,log,A*-sync,19
g-45-20-20-10-5--20-20-20--10--75--22--add-30,log,A*-sync,63
g-45-20-20-10-5--20-20-20--10--50--24--add-70,log,A*-sync,13
g-45-20-20-10-5--20-20-20--10--50--13--add-10,log,A*-sync,35
g-45-20-20-10-5--20-20-20--10--75--25--all-50,log,A*-sync,57
g-45-20-20-10-5--20-20-20--10--50--2--all-10,log,A*-sync,3535
g-45-20-20-10-5--20-20-20--10--25--11--rem-30,log,A*-sync,59
g-45-20-20-10-5--20-20-20--10--75--16--add-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--7--all-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--2--add-50,log,A*-sync,35
g-45-20-20-10-5--20-20-20--10--75--19--add-70,log,A*-sync,43777
g-45-20-20-10-5--20-20-20--10--50--23--add-50,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--50--8--all-10,log,A*-sync,49
g-45-20-20-10-5--20-20-20--10--75--9--rem-30,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--75--5--add-50,log,A*-sync,83
g-45-20-20-10-5--20-20-20--10--75--20--all-10,log,A*-sync,184
g-45-20-20-10-5--20-20-20--10--25--13--rem-70,log,A*-sync,10
g-45-20-20-10-5--20-20-20--10--25--5--add-70,log,A*-sync,202
g-45-20-20-10-5--20-20-20--10--25--4--add-30,log,A*-sync,93
g-45-20-20-10-5--20-20-20--10--50--24--all-70,log,A*-sync,12
g-45-20-20-10-5--20-20-20--10--25--7--add-70,log,A*-sync,6
g-45-20-20-10-5--20-20-20--10--25--12--add-10,log,A*-sync,26
g-45-20-20-10-5--20-20-20--10--50--1--add-50,log,A*-sync,62
g-45-20-20-10-5--20-20-20--10--50--19--rem-70,log,A*-sync,6373
g-45-20-20-10-5--20-20-20--10--50--6--all-50,log,A*-sync,11628
g-45-20-20-10-5--20-20-20--10--25--6--add-10,log,A*-sync,21
g-45-20-20-10-5--20-20-20--10--25--23--rem-30,log,A*-sync,31
g-45-20-20-10-5--20-20-20--10--50--22--rem-50,log,A*-sync,82
g-45-20-20-10-5--20-20-20--10--25--7--add-30,log,A*-sync,6
g-45-20-20-10-5--20-20-20--10--75--5--rem-50,log,A*-sync,50
g-45-20-20-10-5--20-20-20--10--75--26--all-70,log,A*-sync,60000
g-45-20-20-10-5--20-20-20--10--25--24--rem-30,log,A*-sync,19
g-45-20-20-10-5--20-20-20--10--75--13--all-10,log,A*-sync,132
g-45-20-20-10-5--20-20-20--10--25--23--rem-10,log,A*-sync,12
g-45-20-20-10-5--20-20-20--10--50--10--add-30,log,A*-sync,42
g-45-20-20-10-5--20-20-20--10--50--13--all-70,log,A*-sync,3201
g-45-20-20-10-5--20-20-20--10--25--23--all-30,log,A*-sync,36
g-45-20-20-10-5--20-20-20--10--25--18--rem-70,log,A*-sync,109
g-45-20-20-10-5--20-20-20--10--75--18--all-30,log,A*-sync,102
g-45-20-20-10-5--20-20-20--10--50--19--add-70,log,A*-sync,26821
g-45-20-20-10-5--20-20-20--10--50--23--all-30,log,A*-sync,30414
